work_date,month,month_number,season,shift_hours,forecasted_trailers,units_per_trailer,forecasted_units,starting_backlog_units,available_units,actual_headcount,required_headcount,labor_hours,stow_rate_uph,tph,units_per_face,quality_defects_per_1000,count_errors_per_1000,processed_units,ending_backlog_units,backlog_hours,labor_cost,cost_per_unit,staffing_gap,recommended_action
2026-10-20,Oct,10,Peak,10.0,29,11371,329759,0,329759,170,150,1700.0,255.3,32975.9,13.4,3.15,1.51,329759,0,0.0,37400.0,0.1134,-20,Offer VTO
2026-10-21,Oct,10,Peak,10.0,28,13390,374920,0,374920,165,170,1650.0,255.9,35890.0,13.7,2.89,1.92,358900,16020,0.38,36300.0,0.1011,5,Labor share
2026-10-22,Oct,10,Peak,10.0,20,12919,258380,16020,274400,171,125,1710.0,248.0,27440.0,12.4,3.3,2.12,274400,0,0.0,37620.0,0.1371,-46,Offer VTO
2026-10-23,Oct,10,Peak,10.0,43,11216,482288,0,482288,177,219,1770.0,270.1,40636.5,13.4,2.87,1.22,406365,75923,1.59,39490.0,0.0972,42,Add OT
2026-10-24,Oct,10,Peak,10.0,31,10714,332134,75923,408057,172,185,1720.0,252.4,36900.9,13.9,2.44,1.73,369009,39048,0.9,37840.0,0.1025,13,Add OT
2026-10-25,Oct,10,Peak,10.0,28,12521,350588,39048,389636,158,177,1580.0,269.0,36126.7,12.6,2.43,1.79,361267,28369,0.67,34760.0,0.0962,19,Add OT
2026-10-26,Oct,10,Peak,10.0,30,13056,391680,28369,420049,159,191,1590.0,255.1,34476.8,13.9,1.98,1.72,344768,75281,1.86,34980.0,0.1015,32,Add OT
2026-10-27,Oct,10,Peak,10.0,29,12437,360673,75281,435954,186,198,1860.0,256.8,40600.1,9.9,3.42,0.95,406001,29953,0.63,42460.0,0.1046,12,Add OT
2026-10-28,Oct,10,Peak,10.0,26,14166,368316,29953,398269,168,181,1680.0,261.4,37327.9,13.4,3.03,1.16,373279,24990,0.57,36960.0,0.099,13,Add OT
2026-10-29,Oct,10,Peak,10.0,30,12148,364440,24990,389430,177,177,1770.0,245.1,36875.3,11.2,2.6,2.02,368753,20677,0.48,39490.0,0.1071,0,UPF coaching
2026-10-30,Oct,10,Peak,10.0,30,11386,341580,20677,362257,160,164,1600.0,253.9,34530.4,12.2,1.87,1.76,345304,16953,0.42,35200.0,0.1019,4,UPF coaching
2026-10-31,Oct,10,Peak,10.0,29,12261,355569,16953,372522,162,169,1620.0,274.3,37252.2,14.2,3.28,1.06,372522,0,0.0,35640.0,0.0957,7,Labor share
2026-11-01,Nov,11,Peak,10.0,35,11327,396445,0,396445,170,180,1700.0,268.2,38754.9,12.8,2.43,1.89,387549,8896,0.2,37400.0,0.0965,10,Labor share
2026-11-02,Nov,11,Peak,10.0,39,10442,407238,8896,416134,180,189,1800.0,258.8,39596.4,12.1,2.7,1.65,395964,20170,0.43,40480.0,0.1022,9,Labor share
2026-11-03,Nov,11,Peak,10.0,24,12606,302544,20170,322714,177,147,1770.0,266.3,32271.4,13.8,1.83,1.89,322714,0,0.0,39490.0,0.1224,-30,Offer VTO
2026-11-04,Nov,11,Peak,10.0,34,11380,386920,0,386920,178,176,1780.0,256.5,38692.0,12.1,3.19,1.87,386920,0,0.0,39820.0,0.1029,-2,Quality audit
2026-11-05,Nov,11,Peak,10.0,22,11284,248248,0,248248,167,113,1670.0,262.8,24824.8,10.7,3.51,1.42,248248,0,0.0,36740.0,0.148,-54,Offer VTO
2026-11-06,Nov,11,Peak,10.0,30,12188,365640,0,365640,180,166,1800.0,246.9,36564.0,11.9,2.55,1.32,365640,0,0.0,40480.0,0.1107,-14,Offer VTO
2026-11-07,Nov,11,Peak,10.0,22,11366,250052,0,250052,158,114,1580.0,264.9,25005.2,13.7,2.6,1.29,250052,0,0.0,34760.0,0.139,-44,Offer VTO
2026-11-08,Nov,11,Peak,10.0,24,12810,307440,0,307440,173,140,1730.0,265.5,30744.0,13.1,2.48,1.51,307440,0,0.0,38170.0,0.1242,-33,Offer VTO
2026-11-09,Nov,11,Peak,10.0,31,12584,390104,0,390104,180,177,1800.0,249.8,38219.4,13.3,2.0,2.06,382194,7910,0.18,40480.0,0.1059,-3,Maintain plan
2026-11-10,Nov,11,Peak,10.0,27,13206,356562,7910,364472,184,165,1840.0,255.7,36447.2,12.0,2.76,1.81,364472,0,0.0,41800.0,0.1147,-19,Offer VTO
2026-11-11,Nov,11,Peak,10.0,36,10998,395928,0,395928,171,180,1710.0,277.7,39592.8,14.7,2.1,1.72,395928,0,0.0,37620.0,0.095,9,Labor share
2026-11-12,Nov,11,Peak,10.0,28,12301,344428,0,344428,183,156,1830.0,266.0,34442.8,11.7,2.26,1.44,344428,0,0.0,41470.0,0.1204,-27,Offer VTO
2026-11-13,Nov,11,Peak,10.0,34,11653,396202,0,396202,181,180,1810.0,247.6,38093.3,13.0,2.63,0.55,380933,15269,0.34,40810.0,0.1071,-1,Maintain plan
2026-11-14,Nov,11,Peak,10.0,24,13071,313704,15269,328973,184,149,1840.0,264.1,32897.3,14.5,3.0,1.1,328973,0,0.0,41800.0,0.1271,-35,Offer VTO
2026-11-15,Nov,11,Peak,10.0,26,12069,313794,0,313794,155,142,1550.0,258.0,31379.4,11.1,3.03,2.14,313794,0,0.0,34100.0,0.1087,-13,Offer VTO
2026-11-16,Nov,11,Peak,10.0,33,10220,337260,0,337260,181,153,1810.0,269.8,33726.0,14.4,3.02,1.56,337260,0,0.0,40810.0,0.121,-28,Offer VTO
2026-11-17,Nov,11,Peak,10.0,29,13928,403912,0,403912,179,183,1790.0,246.0,37428.9,11.9,2.75,2.23,374289,29623,0.67,40150.0,0.1073,4,UPF coaching
2026-11-18,Nov,11,Peak,10.0,27,11567,312309,29623,341932,168,155,1680.0,264.4,34193.2,12.2,2.68,1.53,341932,0,0.0,36960.0,0.1081,-13,Offer VTO
2026-11-19,Nov,11,Peak,10.0,39,11110,433290,0,433290,191,197,1910.0,266.9,43329.0,11.5,2.56,1.67,433290,0,0.0,44110.0,0.1018,6,Labor share
2026-11-20,Nov,11,Peak,10.0,25,12067,301675,0,301675,172,137,1720.0,262.3,30167.5,14.9,3.07,1.0,301675,0,0.0,37840.0,0.1254,-35,Offer VTO
2026-11-21,Nov,11,Peak,10.0,23,12863,295849,0,295849,159,134,1590.0,246.9,29584.9,13.5,2.54,2.19,295849,0,0.0,34980.0,0.1182,-25,Offer VTO
2026-11-22,Nov,11,Peak,10.0,37,11742,434454,0,434454,159,197,1590.0,245.7,33206.4,11.2,2.22,1.97,332064,102390,2.62,34980.0,0.1053,38,Add OT
2026-11-23,Nov,11,Peak,10.0,33,10929,360657,102390,463047,164,210,1640.0,256.3,35728.2,14.4,2.82,1.8,357282,105765,2.52,36080.0,0.101,46,Add OT
2026-11-24,Nov,11,Peak,10.0,31,11485,356035,105765,461800,187,209,1870.0,265.8,42248.9,14.2,3.02,1.65,422489,39311,0.79,42790.0,0.1013,22,Add OT
2026-11-25,Nov,11,Peak,10.0,25,14154,353850,39311,393161,167,178,1670.0,271.8,38582.0,13.7,2.43,1.32,385820,7341,0.16,36740.0,0.0952,11,Labor share
2026-11-26,Nov,11,Peak,10.0,34,11624,395216,7341,402557,187,183,1870.0,250.6,39832.9,11.5,3.59,1.62,398329,4228,0.09,42790.0,0.1074,-4,Quality audit
2026-11-27,Nov,11,Peak,10.0,26,13414,348764,4228,352992,179,160,1790.0,255.8,35299.2,12.7,2.72,1.1,352992,0,0.0,40150.0,0.1137,-19,Offer VTO
2026-11-28,Nov,11,Peak,10.0,28,12001,336028,0,336028,161,153,1610.0,247.9,33602.8,13.2,2.56,1.53,336028,0,0.0,35420.0,0.1054,-8,Maintain plan
2026-11-29,Nov,11,Peak,10.0,24,12704,304896,0,304896,162,138,1620.0,272.0,30489.6,14.2,3.5,1.16,304896,0,0.0,35640.0,0.1169,-24,Offer VTO
2026-11-30,Nov,11,Peak,10.0,21,14798,310758,0,310758,161,141,1610.0,254.8,31075.8,13.7,2.94,1.6,310758,0,0.0,35420.0,0.114,-20,Offer VTO
2026-12-01,Dec,12,Peak,10.0,25,13316,332900,0,332900,174,151,1740.0,254.8,33290.0,12.1,2.65,1.45,332900,0,0.0,38500.0,0.1157,-23,Offer VTO
2026-12-02,Dec,12,Peak,10.0,15,13488,202320,0,202320,178,92,1780.0,245.7,20232.0,10.6,2.61,1.46,202320,0,0.0,39820.0,0.1968,-86,Offer VTO
2026-12-03,Dec,12,Peak,10.0,44,10986,483384,0,483384,178,219,1780.0,254.0,38430.2,14.6,3.8,2.11,384302,99082,2.19,39820.0,0.1036,41,Add OT
2026-12-04,Dec,12,Peak,10.0,25,13345,333625,99082,432707,169,196,1690.0,262.1,37650.7,13.5,2.9,1.73,376507,56200,1.27,37180.0,0.0987,27,Add OT
2026-12-05,Dec,12,Peak,10.0,32,11160,357120,56200,413320,167,188,1670.0,260.7,37006.4,10.7,3.0,1.98,370064,43256,0.99,36740.0,0.0993,21,Add OT
2026-12-06,Dec,12,Peak,10.0,33,12734,420222,43256,463478,157,210,1570.0,255.1,34043.1,11.7,2.67,2.3,340431,123047,3.07,34540.0,0.1015,53,Add OT
2026-12-07,Dec,12,Peak,10.0,29,12097,350813,123047,473860,186,215,1860.0,240.8,38070.5,10.7,2.54,2.14,380705,93155,2.08,42460.0,0.1115,29,Add OT
2026-12-08,Dec,12,Peak,10.0,36,10818,389448,93155,482603,169,219,1690.0,254.6,36573.3,13.0,2.08,1.4,365733,116870,2.72,37180.0,0.1017,50,Add OT
2026-12-09,Dec,12,Peak,10.0,21,13333,279993,116870,396863,168,180,1680.0,258.5,36913.8,13.0,2.54,1.82,369138,27725,0.64,36960.0,0.1001,12,Add OT
2026-12-10,Dec,12,Peak,10.0,28,11790,330120,27725,357845,158,162,1580.0,264.4,35508.9,10.9,1.41,1.31,355089,2756,0.07,34760.0,0.0979,4,Use flex-trained team
2026-12-11,Dec,12,Peak,10.0,24,12875,309000,2756,311756,180,142,1800.0,264.1,31175.6,12.1,1.57,1.61,311756,0,0.0,40480.0,0.1298,-38,Offer VTO
2026-12-12,Dec,12,Peak,10.0,29,12519,363051,0,363051,170,165,1700.0,248.5,35908.2,11.9,2.56,1.24,359082,3969,0.09,37400.0,0.1042,-5,UPF coaching
2026-12-13,Dec,12,Peak,10.0,24,12844,308256,3969,312225,169,142,1690.0,268.4,31222.5,13.4,2.32,1.32,312225,0,0.0,37180.0,0.1191,-27,Offer VTO
2026-12-14,Dec,12,Peak,10.0,27,13933,376191,0,376191,178,171,1780.0,271.3,37619.1,14.1,2.23,1.09,376191,0,0.0,39820.0,0.1059,-7,Maintain plan
2026-12-15,Dec,12,Peak,10.0,31,12349,382819,0,382819,185,174,1850.0,271.4,38281.9,14.5,1.87,1.73,382819,0,0.0,42130.0,0.1101,-11,Offer VTO
2026-12-16,Dec,12,Peak,10.0,22,14583,320826,0,320826,177,146,1770.0,261.3,32082.6,12.1,1.9,1.9,320826,0,0.0,39490.0,0.1231,-31,Offer VTO
2026-12-17,Dec,12,Peak,10.0,28,13384,374752,0,374752,169,170,1690.0,256.1,36788.8,13.9,2.28,1.75,367888,6864,0.16,37180.0,0.1011,1,Maintain plan
2026-12-18,Dec,12,Peak,10.0,28,12813,358764,6864,365628,167,166,1670.0,262.4,36562.8,14.7,3.67,1.8,365628,0,0.0,36740.0,0.1005,-1,Quality audit
2026-12-19,Dec,12,Peak,10.0,29,11321,328309,0,328309,159,149,1590.0,264.7,32830.9,15.1,2.83,2.13,328309,0,0.0,34980.0,0.1065,-10,Offer VTO
2026-12-20,Dec,12,Peak,10.0,25,13390,334750,0,334750,180,152,1800.0,256.6,33475.0,13.3,3.37,1.2,334750,0,0.0,40480.0,0.1209,-28,Offer VTO
2026-12-21,Dec,12,Peak,10.0,28,10950,306600,0,306600,178,139,1780.0,276.3,30660.0,14.7,1.85,2.18,306600,0,0.0,39820.0,0.1299,-39,Offer VTO
2026-12-22,Dec,12,Peak,10.0,27,10978,296406,0,296406,172,135,1720.0,253.4,29640.6,13.5,3.33,1.92,296406,0,0.0,37840.0,0.1277,-37,Offer VTO
2026-12-23,Dec,12,Peak,10.0,29,10699,310271,0,310271,175,141,1750.0,270.1,31027.1,14.3,1.81,1.17,310271,0,0.0,38830.0,0.1251,-34,Offer VTO
2026-12-24,Dec,12,Peak,10.0,34,12232,415888,0,415888,158,189,1580.0,259.5,34850.8,12.3,3.41,1.24,348508,67380,1.64,34760.0,0.0997,31,Add OT
2026-12-25,Dec,12,Peak,10.0,31,11035,342085,67380,409465,173,186,1730.0,261.1,38394.8,12.7,3.37,1.26,383948,25517,0.56,38170.0,0.0994,13,Add OT
2026-12-26,Dec,12,Peak,10.0,34,10294,349996,25517,375513,155,170,1550.0,254.1,33477.7,13.6,2.77,1.45,334777,40736,1.03,34100.0,0.1019,15,Add OT
2026-12-27,Dec,12,Peak,10.0,27,10913,294651,40736,335387,176,152,1760.0,259.6,33538.7,12.8,2.01,1.82,335387,0,0.0,39160.0,0.1168,-24,Offer VTO
2026-12-28,Dec,12,Peak,10.0,33,13518,446094,0,446094,147,202,1470.0,274.2,34261.3,13.9,1.57,1.78,342613,103481,2.57,32340.0,0.0944,55,Add OT
2026-12-29,Dec,12,Peak,10.0,36,12640,455040,103481,558521,179,253,1790.0,257.9,39239.5,10.6,2.74,2.07,392395,166126,3.6,40150.0,0.1023,74,Add OT
2026-12-30,Dec,12,Peak,10.0,29,11938,346202,166126,512328,170,232,1700.0,267.2,38610.4,14.0,2.95,1.78,386104,126224,2.78,37400.0,0.0969,62,Add OT
2026-12-31,Dec,12,Peak,10.0,36,12386,445896,126224,572120,158,259,1580.0,241.6,32446.9,10.5,2.12,2.14,324469,247651,6.49,34760.0,0.1071,101,Add OT
